origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"4.02 (Champaign, IL)",7.0,7.0,8.0,8.875,4.636363636363637,3.5,2.0,4.75,7.666666666666667,7.5,8.0,11.0,9.0,3.0,6.4,1.894736842105263,2.75,1.375,2.75,1.7142857142857142,1.0,1.75,5.0,7.25,10.0,5.5,7.5,7.0,5.333333333333333,9.333333333333334,4.666666666666667,3.5,2.8275862068965516,3.0,5.0,7.4,6.666666666666667,11.0
"5 (Champaign, IL)",4.0,10.0,10.0,7.0,2.5384615384615383,3.6,1.6470588235294117,5.142857142857143,5.818181818181818,7.2727272727272725,9.5,9.5,8.0,2.3,5.142857142857143,3.1818181818181817,4.333333333333333,2.8181818181818183,3.0,3.4285714285714284,1.8571428571428572,1.09375,6.333333333333333,6.0,10.0,7.5,7.25,7.0,7.0,11.0,5.0,4.5,3.8333333333333335,4.0,4.166666666666667,7.3076923076923075,5.0,7.625
"53 (Champaign, IL)",6.571428571428571,5.0,13.5,13.25,8.25,5.0,4.105263157894737,2.6818181818181817,10.058823529411764,11.916666666666666,14.0,15.37037037037037,14.0,8.0,10.0,8.0,2.2857142857142856,3.2142857142857144,3.0,3.3333333333333335,3.2222222222222223,5.0,1.7083333333333333,4.4,6.0,5.416666666666667,5.375,8.0,6.285714285714286,9.333333333333334,4.6,2.375,4.3,4.0,4.0,6.357142857142857,6.444444444444445,9.894736842105264
"54.01 (Champaign, IL)",10.0,11.0,15.6,14.25,10.0,7.333333333333333,6.25,2.5,12.0,12.5,15.5,16.0,15.0,9.0,12.5,11.25,4.714285714285714,7.0,6.0,6.75,6.75,8.25,3.0,1.7272727272727273,4.444444444444445,3.466666666666667,4.333333333333333,6.666666666666667,5.4,9.0,3.0,4.5,4.75,6.0,6.444444444444445,8.7,9.083333333333334,11.5
"54.02 (Champaign, IL)",12.0,1.0,32.0,,10.0625,7.5,8.25,4.5,14.0,15.0,14.0,19.333333333333332,17.0,13.5,14.928571428571429,13.0,7.0,8.75,8.0,10.0,9.5,12.0,5.0,4.285714285714286,2.5,7.166666666666666,7.666666666666667,11.0,8.0,12.0,6.5,8.0,8.2,11.0,6.0,7.5,10.0,11.0
"55 (Champaign, IL)",11.0,16.0,15.5,12.0625,10.0,8.5,5.666666666666667,3.4615384615384617,12.625,12.333333333333334,15.0,17.5,14.0,8.0,12.0,9.727272727272727,7.0,6.666666666666667,8.0,6.5,6.0,9.666666666666666,6.0,3.727272727272727,7.333333333333333,2.4,3.5142857142857142,5.5,5.136363636363637,8.0,4.3,5.0,5.0,3.0,9.5,10.416666666666666,10.6,13.2
"56.01 (Champaign, IL)",11.0,10.666666666666666,14.0,15.0,9.0,8.0,7.0,3.75,10.0,12.333333333333334,13.8,16.25,15.0,8.25,10.0,8.0,5.0,5.25,7.0,6.0,7.0,7.5,6.25,4.333333333333333,10.0,3.4545454545454546,1.4545454545454546,3.7777777777777777,2.65,2.5,3.1666666666666665,4.75,6.0,3.5,9.0,12.5,13.25,14.5
"56.02 (Champaign, IL)",12.0,12.0,11.0,14.0,10.0,11.0,9.0,6.0,14.0,11.0,15.0,17.166666666666668,12.0,8.0,8.666666666666666,8.0,9.333333333333334,8.333333333333334,7.5,7.666666666666667,8.0,7.0,8.25,7.5,9.0,4.928571428571429,2.727272727272727,2.857142857142857,2.074074074074074,3.125,4.0,5.0,5.5,4.0,10.0,14.25,12.5,21.0
"57.01 (Champaign, IL)",11.0,10.0,11.2,12.0,10.0,9.916666666666668,8.0,4.333333333333333,11.0,11.0,12.5,15.5,13.0,7.333333333333333,9.666666666666666,9.0,9.0,5.666666666666667,7.0,5.0,6.333333333333333,7.0,6.5,5.5,9.5,4.888888888888889,2.2941176470588234,2.3714285714285714,2.144578313253012,4.125,3.142857142857143,5.0,5.0,4.0,11.0,12.428571428571429,12.333333333333334,15.5
"57.02 (Champaign, IL)",14.0,22.0,11.0,13.0,11.666666666666668,10.5,9.0,6.333333333333333,13.5,14.0,16.0,16.666666666666668,13.0,7.0,7.5,8.25,11.25,8.0,9.0,8.0,8.0,8.0,8.0,10.0,14.0,6.333333333333333,4.0,4.0,4.384615384615385,3.4347826086956523,5.0,6.0,6.666666666666667,6.0,12.0,15.25,11.25,18.0
"58 (Champaign, IL)",9.2,7.0,13.0,13.5,7.0,6.0,5.666666666666667,1.0909090909090908,8.88888888888889,11.0,12.75,14.0,13.0,7.5,9.0,4.375,3.0,4.0,3.0,3.5,5.0,5.5,3.5,2.5,6.5,2.888888888888889,2.909090909090909,3.3333333333333335,2.6666666666666665,7.0,1.5714285714285714,2.1,1.2307692307692308,3.3333333333333335,6.5,9.0,10.0,13.0
"59.01 (Champaign, IL)",7.042857142857143,8.0,10.0,10.333333333333334,5.0,5.333333333333333,5.0,3.6666666666666665,10.0,9.25,11.0,11.5,12.0,5.666666666666667,7.666666666666667,3.4347826086956523,4.0,2.5833333333333335,2.75,2.4444444444444446,3.090909090909091,4.857142857142857,3.6666666666666665,5.75,8.0,4.75,3.8333333333333335,8.25,4.333333333333333,8.666666666666666,1.9,0.7142857142857143,1.3333333333333333,2.3333333333333335,5.6,8.25,8.0,11.333333333333334
"59.02 (Champaign, IL)",6.5,13.0,10.571428571428571,9.333333333333334,5.444444444444445,4.8,4.222222222222222,1.7333333333333334,7.8125,9.5,12.0,13.363636363636363,11.25,6.764705882352941,7.625,3.588235294117647,3.5,2.1724137931034484,2.4,2.2666666666666666,3.0689655172413794,4.0,4.375,5.428571428571429,8.5,5.666666666666667,5.3,6.333333333333333,4.9,9.0,2.2666666666666666,1.878787878787879,1.4827586206896552,3.4545454545454546,5.4,8.518518518518519,8.0,11.75
"60 (Champaign, IL)",9.333333333333334,11.0,10.0,8.5,5.0,6.25,5.5,4.0,9.0,9.0,10.5,12.666666666666666,,4.25,8.5,4.714285714285714,5.5,3.8,4.4,4.2,3.75,4.0,3.5,5.5,10.0,4.0,4.2,4.0,3.5,7.0,2.958333333333333,3.25,2.6666666666666665,1.0416666666666665,7.0,9.5,8.0,12.0
"7 (Champaign, IL)",4.3,7.0,13.5,12.0,5.166666666666667,2.0,4.0,5.5,7.3,9.25,10.0,10.0,9.0,6.8,8.0,6.0,2.625,4.25,2.3333333333333335,5.0,3.5,3.6,3.7777777777777777,6.2,8.0,7.5,9.0,10.5,10.25,13.0,7.0,5.857142857142858,6.0,6.5,1.2,3.75,2.3333333333333335,5.375
"8 (Champaign, IL)",6.190476190476191,5.333333333333333,14.333333333333334,13.666666666666666,6.2682926829268295,4.0,5.1,7.0,8.944444444444445,10.421052631578947,12.875,12.869565217391305,12.0,8.4,10.324324324324325,9.794117647058824,4.7,6.090909090909091,5.958333333333333,7.647058823529412,7.277777777777778,6.0,6.054054054054054,7.041666666666667,7.333333333333333,9.5,10.333333333333334,12.6,13.592592592592593,15.0,8.516129032258064,8.258064516129032,7.547169811320755,7.666666666666667,3.225,2.538135593220339,3.9814814814814814,7.52
"9.01 (Champaign, IL)",3.1052631578947367,5.0,12.0,11.0,4.333333333333333,1.8,3.857142857142857,6.0,6.294117647058823,7.333333333333333,10.666666666666666,9.875,9.5,6.333333333333333,10.666666666666666,14.0,4.0,6.0,5.0,6.0,5.647058823529412,4.0,5.4,8.083333333333332,7.0,9.375,10.25,13.333333333333334,12.555555555555555,16.0,8.5,7.0,7.0,11.0,2.473684210526316,4.0,2.3076923076923075,5.647058823529412
"9.02 (Champaign, IL)",3.4347826086956523,10.0,16.0,17.0,5.571428571428571,5.888888888888889,8.0,9.25,4.258064516129032,7.166666666666667,8.666666666666666,6.72,7.0,9.083333333333334,11.333333333333334,12.25,6.25,10.0,8.0,10.0,10.0,6.75,8.9375,11.0,11.75,12.555555555555555,14.166666666666666,15.0,16.0,16.5,12.0,11.5,9.5,12.5,6.428571428571429,7.171428571428572,3.4285714285714284,2.5443037974683542
