origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"12.04 (Champaign, IL)",7.5,13.0,9.0,9.0,6.0,10.0,11.0,14.0,4.333333333333333,3.4,2.625,5.0,2.0,4.636363636363637,5.0,9.0,10.0,10.5,10.333333333333334,11.0,9.0,7.0,12.5,15.5,17.0,13.666666666666666,12.0,14.0,14.0,14.0,11.666666666666666,10.333333333333334,11.5,10.0,13.0,11.0,10.666666666666666,11.0
"12.05 (Champaign, IL)",9.0,14.0,14.333333333333334,14.0,8.0,15.0,7.0,15.5,5.5,6.5,5.0,3.7037037037037037,2.0,9.333333333333334,8.666666666666666,10.0,11.0,12.0,12.5,13.0,13.0,8.0,15.285714285714286,16.5,20.0,14.0,16.25,15.0,14.5,18.0,16.0,12.666666666666666,14.0,13.0,12.0,12.666666666666666,8.0,9.0
"12.06 (Champaign, IL)",5.5,,10.0,14.0,6.5,,9.0,12.5,5.0,5.0,2.0,5.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,14.0,14.0,,14.0,12.0,11.0,10.0,13.0,12.0,12.0,11.0,11.0,,10.666666666666666,11.0,5.0
"13.01 (Champaign, IL)",5.0,11.0,6.0,6.5,2.4,5.5,5.0,7.333333333333333,5.4,4.5,7.333333333333333,10.333333333333334,4.0,2.3333333333333335,4.125,3.1666666666666665,5.0,3.0,4.25,3.0,2.5,2.0,7.0,11.0,12.0,10.0,5.0,7.0,6.857142857142857,12.0,6.0,7.0,6.0,6.0,6.0,9.476190476190476,7.0,11.5
"13.02 (Champaign, IL)",7.333333333333333,12.5,5.0,5.0,6.0,6.666666666666667,9.0,11.0,7.5,6.5,4.0,10.222222222222221,11.0,4.421052631578948,2.6666666666666665,4.3125,9.666666666666666,6.0,7.0,6.5,6.0,5.0,9.333333333333334,13.0,15.0,7.0,9.0,13.0,11.0,7.0,7.666666666666667,6.0,7.75,7.0,8.75,11.5,9.0,11.8
"14 (Champaign, IL)",6.666666666666667,12.0,4.666666666666667,8.0,6.0,5.5,3.7142857142857144,3.3333333333333335,6.0,7.888888888888889,10.0,11.363636363636363,8.0,4.0,5.25,2.473684210526316,4.0,3.111111111111111,3.6363636363636362,3.1666666666666665,1.7307692307692308,3.0,7.0,7.666666666666667,10.0,6.0,6.666666666666667,6.0,5.5,8.0,3.0,3.0,2.6666666666666665,3.2222222222222223,5.5,9.8,8.0,11.2
"2 (Champaign, IL)",5.333333333333333,8.0,10.0,10.0,4.666666666666667,3.0,2.0,3.0,9.0,10.5,10.666666666666666,11.0,10.0,6.666666666666667,7.0,4.0,2.2,1.6,1.0,2.0,2.0,4.0,1.5,5.0,7.333333333333333,6.0,8.5,8.8,8.0,11.0,4.333333333333333,4.0,3.0,5.0,2.3333333333333335,5.666666666666667,3.75,8.0
"3.01 (Champaign, IL)",5.0,9.0,10.333333333333334,9.0,5.0,3.6666666666666665,3.0,3.0,8.0,8.0,11.0,11.666666666666666,10.0,7.0,7.0,4.357142857142857,1.6,1.0714285714285714,1.0,0.7,1.4583333333333333,2.5833333333333335,3.857142857142857,5.0,8.0,3.6666666666666665,6.5,7.5,7.0,7.0,3.5,2.3333333333333335,1.4285714285714286,6.0,4.0,9.0,6.333333333333333,11.0
"3.02 (Champaign, IL)",8.0,8.0,10.0,9.0,4.666666666666667,2.0,1.0,1.0,7.0,9.0,11.0,10.0,9.0,5.0,7.714285714285714,6.333333333333333,1.0,1.0,1.0,2.0,1.5,3.0,4.0,6.0,6.0,5.0,9.0,10.0,7.5,9.0,2.0,3.5,2.0,5.0,2.0,6.0,4.75,9.0
"4.01 (Champaign, IL)",6.0,11.5,8.0,11.0,4.75,4.0,3.8333333333333335,3.0,8.0,9.5,11.0,12.333333333333334,10.0,5.0,9.0,3.888888888888889,2.0,1.4545454545454546,1.8,1.2857142857142858,1.9166666666666667,4.142857142857143,6.666666666666667,5.5,10.0,5.5,5.75,6.0,6.0,9.0,3.75,3.0,2.0,4.0,5.0,8.0,6.5,10.0
"4.02 (Champaign, IL)",6.0,7.0,8.0,9.0,3.0,4.0,2.0,5.0,7.666666666666667,6.0,8.0,12.0,9.0,5.0,5.5,2.5,3.5,2.0,2.0,2.0,1.0,2.0,3.0,7.0,10.0,6.0,7.5,7.0,8.0,9.333333333333334,4.0,3.5,1.0,3.0,4.5,6.0,6.666666666666667,11.0
"5 (Champaign, IL)",4.0,10.0,10.0,8.0,2.75,2.0,1.0,4.5,4.0,4.0,8.0,8.5,8.0,2.6666666666666665,6.0,2.7777777777777777,4.0,2.4,2.0,2.375,1.4,0.8571428571428571,6.333333333333333,6.0,10.0,9.0,6.0,7.0,9.0,8.0,4.0,4.0,3.8,4.0,3.75,7.428571428571429,3.0,8.5
"53 (Champaign, IL)",5.0,5.0,12.8,13.75,7.0,4.625,4.583333333333333,2.0,10.666666666666666,12.0,12.0,15.428571428571429,14.0,10.0,10.5,12.5,2.8333333333333335,4.0,5.0,6.0,4.0,6.666666666666667,2.4545454545454546,3.7777777777777777,6.0,4.285714285714286,5.384615384615385,8.0,6.666666666666667,10.0,4.5,2.0,4.333333333333333,4.0,4.0,7.0,6.0,10.25
"54.01 (Champaign, IL)",10.0,11.0,13.0,14.5,8.333333333333334,7.0,6.25,4.0,9.5,15.0,16.0,16.5,15.0,11.666666666666666,12.0,11.88888888888889,4.714285714285714,7.0,6.0,7.0,7.0,7.888888888888889,3.8,2.0,4.0,3.3333333333333335,2.75,5.0,7.0,9.0,6.0,5.0,5.0,6.0,7.0,7.75,9.0,12.666666666666666
"54.02 (Champaign, IL)",12.0,1.0,32.0,,10.0,7.5,9.0,4.5,14.0,15.0,14.0,17.0,17.0,12.0,15.0,13.0,7.0,8.75,8.0,10.0,9.5,12.0,5.0,4.285714285714286,3.3333333333333335,7.0,7.666666666666667,11.0,7.0,12.0,6.5,8.0,8.2,11.0,6.0,8.5,8.0,11.8
"55 (Champaign, IL)",13.333333333333334,16.0,15.5,12.0,14.0,8.5,9.666666666666666,4.2,13.166666666666666,14.0,15.0,19.5,14.0,12.0,12.0,11.0,7.0,4.0,8.0,6.5,6.0,8.0,3.6666666666666665,3.0,9.0,2.6666666666666665,3.0526315789473686,6.0,3.5714285714285716,10.0,2.0,6.0,3.0,3.0,7.0,12.0,12.0,15.944444444444445
"56.01 (Champaign, IL)",10.0,10.666666666666666,14.0,15.0,9.0,8.0,8.0,3.75,10.0,11.0,13.8,16.25,15.0,8.25,10.0,8.0,7.333333333333333,5.25,7.0,6.0,7.0,7.5,6.0,4.333333333333333,7.0,2.5,1.4782608695652173,3.5,2.25,2.5,3.0,5.0,5.0,4.666666666666667,9.5,10.0,12.0,15.0
"56.02 (Champaign, IL)",12.0,12.0,11.0,14.0,10.0,11.0,9.0,6.0,14.5,11.0,15.0,15.2,12.0,7.8,13.0,5.0,9.0,8.333333333333334,7.5,7.666666666666667,8.0,7.0,7.5,6.25,9.0,5.0,5.0,3.3333333333333335,3.0,5.0,9.0,5.0,8.0,4.0,10.0,15.5,12.5,16.5
"57.01 (Champaign, IL)",11.0,10.0,9.0,12.0,10.0,10.5,8.0,4.0,11.0,11.0,12.5,14.0,13.0,7.0,9.666666666666666,5.25,9.0,8.0,7.0,5.0,6.333333333333333,7.0,8.5,5.5,9.0,2.0,2.142857142857143,1.4,2.3333333333333335,4.625,6.0,5.0,6.0,5.0,9.0,12.0,11.0,16.6
"57.02 (Champaign, IL)",14.0,22.0,10.0,13.0,11.0,10.5,9.0,5.0,14.25,11.5,16.0,17.0,13.0,6.5,9.75,3.0,12.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,14.0,5.0,6.0,5.0,5.4,1.6,5.5,6.0,6.666666666666667,7.0,12.0,15.25,12.5,20.0
"58 (Champaign, IL)",9.0,7.0,13.0,14.0,7.0,6.0,6.0,3.0,9.0,11.0,13.0,12.0,13.0,7.0,7.0,5.0,3.0,2.75,3.0,5.0,5.0,6.0,2.0,2.5,6.0,2.6666666666666665,2.5,5.0,3.5,5.0,2.2,3.25,2.5,3.0,6.5,7.0,10.0,12.5
"59.01 (Champaign, IL)",6.8,8.0,12.0,10.333333333333334,6.0,5.5,4.25,2.0,9.6,8.0,12.0,13.5,12.0,5.5,7.666666666666667,3.076923076923077,3.5,2.6666666666666665,4.0,2.5,2.75,4.0,3.0,4.0,9.0,4.0,3.75,6.0,6.0,8.666666666666666,1.0,1.5,1.0,3.0,7.0,9.0,9.0,11.0
"59.02 (Champaign, IL)",6.428571428571429,13.0,11.0,9.333333333333334,5.5,5.5,4.666666666666667,1.0,8.0,11.0,12.0,14.0,11.0,5.666666666666667,9.0,3.6,2.5,2.769230769230769,2.0,2.6,2.7435897435897436,4.038461538461538,4.1,4.6,8.5,6.5,4.75,8.666666666666666,6.5,8.5,3.1818181818181817,1.75,1.6,2.0,4.5,10.666666666666666,7.5,12.5
"60 (Champaign, IL)",9.333333333333334,11.0,9.5,8.0,6.0,7.0,6.0,4.0,10.0,9.0,10.5,12.0,,4.5,8.5,2.8,6.0,4.4,3.0,3.0,3.0,4.0,5.0,5.333333333333333,10.0,4.0,3.3333333333333335,4.0,4.0,7.0,2.5,1.5,2.142857142857143,1.0,7.0,9.666666666666666,9.0,13.0
"7 (Champaign, IL)",5.0,7.0,13.0,12.0,5.0,1.5,2.5,6.0,7.833333333333333,11.0,12.0,12.5,9.0,6.0,7.0,5.0,2.3333333333333335,4.25,4.0,4.0,3.5,3.75,2.0,6.2,8.0,7.5,7.0,11.0,10.0,13.0,7.0,6.0,5.0,6.5,1.6,4.0,2.5714285714285716,7.0
"8 (Champaign, IL)",6.9,6.0,14.454545454545455,13.0,7.0,4.0,5.333333333333333,8.0,9.266666666666667,9.583333333333334,11.75,13.153846153846153,12.0,8.090909090909092,10.5,12.375,4.75,7.0,6.0,7.0,7.444444444444445,7.0,6.0,6.75,7.333333333333333,9.571428571428571,11.666666666666666,13.166666666666666,12.666666666666666,15.6,8.0,7.0,7.0,7.666666666666667,3.4285714285714284,2.7540983606557377,4.2272727272727275,7.666666666666667
"9.01 (Champaign, IL)",2.7,5.0,12.0,11.0,4.5,1.5,4.0,6.0,6.0,7.333333333333333,10.666666666666666,12.0,9.5,6.5,9.0,8.333333333333334,4.0,6.0,7.0,6.0,5.647058823529412,4.0,5.888888888888889,6.0,7.0,10.0,12.0,13.0,12.5,16.0,8.0,8.0,8.0,11.0,2.75,4.111111111111111,1.6666666666666667,4.166666666666667
"9.02 (Champaign, IL)",4.8,10.0,13.0,17.0,5.571428571428571,4.333333333333333,8.0,10.0,5.142857142857143,7.0,10.5,7.6,7.0,6.5,9.0,11.0,8.0,12.0,6.5,7.0,11.0,6.0,7.5,12.0,12.0,11.333333333333334,12.0,13.0,13.0,17.0,12.666666666666666,11.5,14.0,12.5,4.636363636363637,5.75,3.0,2.7333333333333334
