origin_trct_2020,"10 (Champaign, IL)","106.04 (Champaign, IL)","109.01 (Champaign, IL)","109.02 (Champaign, IL)","11 (Champaign, IL)","110.01 (Champaign, IL)","110.02 (Champaign, IL)","111 (Champaign, IL)","12.01 (Champaign, IL)","12.03 (Champaign, IL)","12.04 (Champaign, IL)","12.05 (Champaign, IL)","12.06 (Champaign, IL)","13.01 (Champaign, IL)","13.02 (Champaign, IL)","14 (Champaign, IL)","2 (Champaign, IL)","3.01 (Champaign, IL)","3.02 (Champaign, IL)","4.01 (Champaign, IL)","4.02 (Champaign, IL)","5 (Champaign, IL)","53 (Champaign, IL)","54.01 (Champaign, IL)","54.02 (Champaign, IL)","55 (Champaign, IL)","56.01 (Champaign, IL)","56.02 (Champaign, IL)","57.01 (Champaign, IL)","57.02 (Champaign, IL)","58 (Champaign, IL)","59.01 (Champaign, IL)","59.02 (Champaign, IL)","60 (Champaign, IL)","7 (Champaign, IL)","8 (Champaign, IL)","9.01 (Champaign, IL)","9.02 (Champaign, IL)"
"12.05 (Champaign, IL)",7.428571428571429,14.375,15.0,13.0,7.571428571428571,12.0,12.222222222222221,16.23076923076923,6.672727272727273,6.245283018867925,5.285714285714286,4.434426229508197,4.0,8.457627118644067,10.107142857142858,10.692307692307692,12.0,13.666666666666666,10.0,12.125,12.0,10.0,16.304347826086957,17.0,21.666666666666668,17.25,16.5,15.833333333333334,15.363636363636363,17.333333333333332,12.75,13.555555555555555,13.714285714285714,11.5,12.0,13.970149253731343,10.444444444444445,7.896551724137931
"12.06 (Champaign, IL)",7.0,,10.0,13.84375,5.5,,9.333333333333334,12.5,4.0,2.0,2.5,3.0,3.0,4.8,6.0,9.875,10.875,10.0,10.0,10.0,9.0,7.65625,13.0,14.0,,12.0,12.0,13.0,14.0,13.0,12.0,12.0,10.96875,11.0,,14.25,11.0,8.0
"13.01 (Champaign, IL)",5.296296296296297,10.75,7.625,7.421052631578948,3.5185185185185186,4.818181818181818,5.035087719298246,8.3,5.170731707317073,4.421052631578948,6.4,9.0,6.0,2.4130434782608696,4.521739130434782,4.237288135593221,5.333333333333333,4.791666666666667,5.75,3.857142857142857,3.8333333333333335,3.261904761904762,9.038461538461538,9.363636363636363,13.272727272727273,9.708333333333334,9.4,10.125,7.846153846153846,11.25,6.636363636363637,6.478260869565218,6.0588235294117645,3.0,7.043478260869565,9.352941176470589,6.571428571428571,9.341463414634147
"13.02 (Champaign, IL)",8.285714285714286,13.0,3.7916666666666665,3.1578947368421053,5.818181818181818,8.0,7.434782608695652,10.545454545454545,8.161290322580646,6.285714285714286,5.703703703703703,9.409090909090908,8.0,4.5058823529411764,3.0366492146596857,4.821917808219178,9.666666666666666,7.611111111111111,8.285714285714286,7.0,6.666666666666667,6.454545454545454,10.666666666666666,13.2,15.2,11.0,10.722222222222221,9.714285714285714,9.714285714285714,9.88888888888889,9.166666666666666,7.6,8.0,6.333333333333333,8.636363636363637,12.516129032258064,8.4,11.928571428571429
"14 (Champaign, IL)",6.65,12.5625,4.4,6.454545454545454,4.705882352941177,6.2,5.0,5.977777777777778,7.605263157894737,6.625,8.909090909090908,12.533333333333333,12.0,3.736842105263158,4.628571428571429,2.53125,5.333333333333333,3.347826086956522,5.9,2.6608695652173915,1.7608695652173914,4.103448275862069,7.5,7.375,11.8,9.928571428571429,7.833333333333333,7.461538461538462,5.804878048780488,9.0,4.375,3.6363636363636362,3.860294117647059,3.7,6.6875,10.051282051282051,7.733333333333333,11.555555555555555
"2 (Champaign, IL)",5.5,4.5,12.0,10.125,6.8,2.5,2.0,3.1,7.333333333333333,9.95,12.0,14.75,12.0,5.0,8.6,4.0,1.0,1.9090909090909092,0.75,3.3333333333333335,3.5,3.125,2.3333333333333335,4.714285714285714,7.0,7.0,8.0,11.0,7.333333333333333,10.0,5.25,4.0,3.111111111111111,6.0,2.4,5.35,4.888888888888889,8.142857142857142
"3.01 (Champaign, IL)",6.615384615384615,9.0,10.0,8.5,4.833333333333333,4.0,2.242424242424242,2.7857142857142856,7.5,8.76923076923077,10.2,12.6,10.0,4.7407407407407405,7.4,3.0833333333333335,2.588235294117647,0.8873239436619719,1.0434782608695652,1.197674418604651,1.5,2.1739130434782608,3.625,5.705882352941177,9.5,4.857142857142857,6.923076923076923,9.333333333333334,6.636363636363637,8.0,2.875,2.6785714285714284,2.0625,3.8333333333333335,4.791666666666667,7.380281690140845,6.785714285714286,10.38888888888889
"3.02 (Champaign, IL)",5.0,7.96875,10.125,10.0,6.5,2.0,1.7857142857142858,1.5,7.166666666666667,9.0,11.0,14.0,11.0,4.6,8.666666666666666,3.909090909090909,2.0,1.0952380952380953,0.7777777777777778,1.6666666666666667,1.0,2.1666666666666665,4.5,6.0,10.0,5.6,6.666666666666667,7.75,8.15,10.0,5.0,2.857142857142857,2.25,4.25,3.5,6.947368421052632,5.333333333333333,8.5
"4.01 (Champaign, IL)",7.357142857142857,11.0,7.0,10.0,5.0,4.5,3.1481481481481484,3.6363636363636362,7.142857142857143,8.75,11.0,11.666666666666666,10.0,4.0,6.6,2.546666666666667,3.4166666666666665,1.5614035087719298,2.2857142857142856,1.1764705882352942,1.6923076923076923,3.0,4.166666666666667,6.8,9.5,7.0,7.333333333333333,7.8125,6.333333333333333,7.0,4.333333333333333,3.0,2.5128205128205128,3.3333333333333335,4.454545454545454,7.216666666666667,7.25,10.25
"4.02 (Champaign, IL)",6.555555555555555,10.875,10.0,9.666666666666666,4.909090909090909,3.0,1.875,4.235294117647059,6.333333333333333,7.0,8.5,11.666666666666666,9.0,3.3333333333333335,6.2,1.9387755102040816,2.0,1.5,1.3333333333333333,1.9166666666666667,0.5,1.4285714285714286,4.4,6.5,10.5,5.75,6.75,7.333333333333333,6.2,7.5,4.6,2.857142857142857,2.7962962962962963,4.375,5.333333333333333,8.84375,6.888888888888889,9.882352941176471
"5 (Champaign, IL)",4.4,9.0625,8.0,8.307692307692308,2.0869565217391304,2.8333333333333335,2.022222222222222,6.133333333333334,5.111111111111111,6.1,8.0,10.75,8.0,3.048780487804878,6.0,2.742857142857143,4.25,2.64,2.5714285714285716,2.71875,1.8235294117647058,1.4098360655737705,6.466666666666667,8.333333333333334,12.333333333333334,9.5,9.0,8.333333333333334,7.5,9.0,6.083333333333334,3.8,3.9696969696969697,3.2,4.583333333333333,7.018867924528302,4.833333333333333,8.882352941176471
"53 (Champaign, IL)",7.142857142857143,3.5,14.0,14.0,9.0,5.2,4.340909090909091,2.5774647887323945,10.0,11.666666666666666,13.333333333333334,16.416666666666668,14.875,8.928571428571429,10.793103448275861,6.147058823529412,2.4,3.84,3.857142857142857,3.3157894736842106,6.0,6.25,2.3506493506493507,3.6857142857142855,7.0,5.0,5.583333333333333,7.375,6.826086956521739,10.0,3.8125,3.9444444444444446,3.4166666666666665,5.2,4.545454545454546,6.071428571428571,6.2272727272727275,10.225806451612904
"54.01 (Champaign, IL)",10.444444444444445,4.0,15.0,14.0,10.0,7.6,5.857142857142857,2.6666666666666665,12.545454545454545,13.857142857142858,15.0,18.0,14.75,9.74074074074074,12.666666666666666,8.0,4.0,5.416666666666667,4.375,6.333333333333333,7.0,8.5,3.697674418604651,2.425531914893617,4.714285714285714,4.171428571428572,4.444444444444445,6.333333333333333,6.176470588235294,6.0,3.6666666666666665,3.6666666666666665,4.48,8.5,6.166666666666667,8.444444444444445,8.9,11.666666666666666
"54.02 (Champaign, IL)",11.466666666666667,8.5,21.0,,14.0,9.0,8.0,6.016666666666667,12.0,13.15625,16.0,17.333333333333332,17.0,12.777777777777779,14.5,13.333333333333334,7.0,9.125,9.9375,9.5,10.0,11.142857142857142,6.571428571428571,4.714285714285714,2.5,7.0,9.0,10.2,9.25,8.0,7.5,9.0,8.666666666666666,10.9375,7.5,7.875,8.8,12.692307692307692
"55 (Champaign, IL)",11.375,15.5,15.0,13.6875,12.8,9.0,7.166666666666667,3.7142857142857144,14.304347826086957,13.777777777777779,14.5,18.571428571428573,17.0,10.68421052631579,11.4375,8.181818181818182,6.6,4.428571428571429,5.4,5.666666666666667,6.5,8.0,5.821428571428571,4.057142857142857,6.75,2.7857142857142856,3.595744680851064,5.346153846153846,5.125,7.75,4.105263157894737,4.5,5.833333333333333,4.571428571428571,10.0,11.454545454545455,11.833333333333334,15.461538461538462
"56.01 (Champaign, IL)",12.071428571428571,8.0,13.0,13.0,10.666666666666666,10.5,9.125,3.8518518518518516,12.2,12.75,13.5,18.0,14.0,8.666666666666666,11.375,6.625,7.333333333333333,5.933333333333334,7.0,7.5,6.666666666666667,8.0,5.85,5.25,8.0,3.193548387096774,1.9642857142857142,3.625,2.389830508474576,4.2,3.7058823529411766,4.5,5.238095238095238,3.5,9.333333333333334,11.636363636363637,11.222222222222221,15.0
"56.02 (Champaign, IL)",13.333333333333334,14.5,11.666666666666666,11.0,10.0,10.666666666666666,10.1,5.8,14.571428571428571,13.333333333333334,11.0,15.6,14.0,9.571428571428571,9.25,6.928571428571429,9.8125,8.0,10.625,6.5,7.0,9.285714285714286,8.391304347826088,6.357142857142857,12.0,4.962962962962963,2.8095238095238093,2.4,2.4166666666666665,3.090909090909091,5.5,7.0,7.333333333333333,6.0,11.5,13.714285714285714,13.5,17.5
"57.01 (Champaign, IL)",11.727272727272727,9.0,10.0,10.5,10.0,10.0,8.823529411764707,4.84375,12.5,13.0,10.0,15.571428571428571,13.0,7.357142857142857,9.571428571428571,6.333333333333333,9.1,6.5,8.0,5.833333333333333,7.0,8.0,7.444444444444445,5.714285714285714,9.8,4.711111111111111,2.292682926829268,2.641509433962264,1.9090909090909092,4.05,3.5185185185185186,6.0,5.28,4.2,11.2,13.09433962264151,12.578947368421053,15.2
"57.02 (Champaign, IL)",13.0,22.0,14.0,12.0,10.5,12.0,12.0,6.8,13.0,12.5,12.0,15.0,13.0,11.2,9.0,9.0,10.0,10.0,10.0,9.5,8.8125,9.75,10.0,9.0,10.5,5.75,4.5,2.75,4.5,3.375,5.0,6.666666666666666,9.333333333333334,7.0,12.5,15.068965517241379,14.0,16.0
"58 (Champaign, IL)",9.823529411764707,7.5,12.75,14.0,7.333333333333333,7.0,5.416666666666667,2.0,10.0,11.0,12.5,14.5,12.96875,7.0,9.666666666666666,3.55,5.0,3.0476190476190474,5.0,3.5454545454545454,4.6,5.4,3.9642857142857144,3.2857142857142856,8.0,4.0588235294117645,3.526315789473684,6.0,3.0,6.285714285714286,1.9310344827586208,2.217391304347826,2.5,3.3333333333333335,6.0,8.8125,8.8,13.5
"59.01 (Champaign, IL)",8.0,8.5,11.0,10.0,6.0,5.7,4.615384615384615,2.64,8.941176470588236,7.714285714285714,10.25,12.0,12.0,4.764705882352941,7.0,2.8043478260869565,4.2,2.3421052631578947,2.5714285714285716,2.45,3.0869565217391304,3.8125,3.625,4.5,7.5,4.75,3.8,6.0,4.0,8.5,2.6153846153846154,1.0,1.5254237288135593,1.6,6.0,8.586206896551724,8.0,12.2
"59.02 (Champaign, IL)",7.6875,6.25,10.8,11.0,6.166666666666667,5.333333333333333,4.0,2.8157894736842106,8.136363636363637,8.636363636363637,11.2,13.75,11.0,6.27027027027027,7.0,3.56390977443609,3.0,2.135135135135135,2.25,2.2857142857142856,2.660377358490566,3.774193548387097,3.0869565217391304,4.785714285714286,9.75,5.785714285714286,6.083333333333333,7.333333333333333,5.296296296296297,7.857142857142857,2.5277777777777777,1.4782608695652173,1.707070707070707,3.0,6.057142857142857,8.513157894736842,7.857142857142857,10.958333333333334
"60 (Champaign, IL)",9.0,11.0,10.75,10.166666666666668,5.0,7.25,5.2,4.0,9.0,7.0,11.0,15.375,,4.25,6.666666666666667,2.25,5.75,3.5714285714285716,4.0,3.4,3.6666666666666665,4.0,5.5,6.5,9.0,3.5,4.0,4.5,3.3333333333333335,5.625,2.3333333333333335,2.2857142857142856,3.25,1.0,8.222222222222221,10.533333333333333,10.0,11.0
"7 (Champaign, IL)",5.054054054054054,7.0,11.0,12.0,4.0,2.2222222222222223,2.3714285714285714,6.235294117647059,7.0,9.5,12.333333333333334,11.666666666666666,12.0,6.125,9.727272727272727,6.9375,2.3846153846153846,4.2727272727272725,3.0,5.428571428571429,5.666666666666667,4.923076923076923,4.413793103448276,6.25,6.666666666666667,9.285714285714286,9.642857142857142,10.75,10.272727272727273,12.5,6.5,6.222222222222222,6.25,8.5,1.54,3.6893203883495147,2.5714285714285716,5.857142857142857
"8 (Champaign, IL)",7.071428571428571,6.2727272727272725,15.714285714285714,15.25,7.6571428571428575,5.285714285714286,6.028985507246377,8.934782608695652,9.365384615384615,10.882352941176471,13.285714285714286,13.787234042553191,13.5,9.402597402597403,11.35135135135135,10.098591549295774,5.75,7.642857142857143,6.882352941176471,8.08108108108108,8.044444444444444,7.254901960784314,6.267326732673268,7.764705882352941,9.2,10.333333333333334,11.882352941176471,13.857142857142858,12.818181818181818,14.909090909090908,8.710526315789474,8.65,8.479166666666666,10.666666666666666,3.915492957746479,2.673076923076923,4.584415584415584,7.324074074074074
"9.01 (Champaign, IL)",3.543859649122807,9.0,13.0625,13.5,3.8181818181818183,3.3333333333333335,4.066666666666666,8.75,5.794871794871795,8.833333333333334,11.0,10.75,11.0,7.545454545454546,10.0,8.75,4.666666666666667,6.0,5.2,7.0,7.0,4.8,6.6,8.0625,7.5,11.0,11.5,14.333333333333334,14.0,18.0,10.375,8.428571428571429,8.0625,9.0,2.5384615384615383,5.086956521739131,1.9565217391304348,3.1666666666666665
"9.02 (Champaign, IL)",4.085365853658536,8.333333333333334,15.75,17.5,5.863636363636363,6.0,9.279411764705882,12.9,4.593023255813954,6.972222222222222,8.95,9.0,6.0,9.166666666666666,12.333333333333334,12.428571428571429,8.214285714285714,10.5,10.8,10.4,10.125,8.454545454545455,10.875,10.818181818181818,13.0,14.866666666666667,14.9,16.2,14.181818181818182,18.857142857142858,12.333333333333334,11.846153846153847,11.05,11.5,6.176470588235294,8.112745098039216,3.9761904761904763,2.4
